Case Number,Date/Time Opened,Term ,Incident Group,Operational Directorate,Principal Network Name,Primary Category,Primary Sub-Category,Secondary Category,Summary of the Incident (External Distribution),Incident Priority Rating,Incident Occurred,File_Name
S-2020-342252,28/08/2020 13:11,Term 3,Malicious Use of Technology,Metropolitan South & South West,Chipping Norton,Nuisance Use of Technology,,,"Executive staff member reports nuisance use of technology by a student with a device. Device has been secured and police will be contacted. Parents will be notified. An employee has been impacted from the incident and supports are in place. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-342268,28/08/2020 13:23,Term 3,Violence,Metropolitan North,Ryde,Indecent Assault,,,"A student has allegedly indecently assaulted  several students on school grounds. #### will be followed. Supports are in place. The school is managing the matter and supports are in place. Director, Educational Leadership will be notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-342722,28/08/2020 15:41,Term 3,Weapon,Regional North and West,Macquarie,Possession of a Weapon,,Threat / Intimidation / Offens. Conduct,A student was in possession of a weapon on school grounds. The student also used threatening language and appeared to be under the influence of a substance. Nil injuries sustained. Police were contacted. #### guidelines were followed. Supports are being put in place for the student. The school is managing the matter.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-342780,28/08/2020 15:59,Term 3,Violence,Metropolitan South & South West,Fairfield,Allegations Of Sexual  Assault,,,Executive staff reports a student has disclosed allegations of ####  assault off school grounds. Parents have been made aware. #### will be followed. Supports are in place. The school will continue to manage.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-342841,28/08/2020 16:22,Term 3,Welfare,Regional North,Callaghan,Student Welfare Concerns,Absconding / Missing Student,,"Executive staff reports student wellbeing concerns after the student absconded from school grounds and disrupted traffic. No physical injuries reported during the incident. Carers and police were called to the scene and attended to the student. The Director, Educational Leadership is aware and supports are in place at the school.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-342993,31/08/2020 9:11,Term 3,Violence,Regional North,Lake Macquarie West,Allegations Of Sexual  Assault,,,"A parent has notified executive staff of a student being allegedly ####  assaulted by another student on school grounds. Police have been notified and are investigating. #### will be followed and the Director, Educational Leadership will be notified. Supports are in place.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-343208,31/08/2020 11:28,Term 3,Welfare,Metropolitan North,Mount Druitt,Student Welfare Concerns,Absconding / Missing Student,,A student absconded from school grounds. There are concerns for their welfare. The school are contacting police and the student?s parents.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-343506,31/08/2020 13:48,Term 3,Welfare,Regional South,Campbelltown,Self Harm,,,A student disclosed a plan to self harm.  Parents contacted and an ambulance attended escorting the student to hospital for further medical treatment.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-343510,31/08/2020 13:50,Term 3,Violence,Regional South,Lake Illawarra North,Indecent Assault,,,"An executive staff member has reported allegations that a student has indecently assaulted XXXX other students on school grounds. Police will be notified. Parents will be notified. #### will be followed and support is in place. Director, Educational Leadership will be notified.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-343598,31/08/2020 14:23,Term 3,Violence,Metropolitan South & South West,Sutherland,Indecent Assault,,,An executive staff member reported a student disclosed XXXX other students allegedly indecently assaulted them on school grounds.  Support is being arranged for the student. Police will be contacted.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-343740,31/08/2020 15:17,Term 3,Violence,Rural South and West,Deniliquin,Assault,,,A student assaulted another student while playing a xxxxx on school grounds. An ambulance was called and the student was conveyed to hospital for treatment. The student's parents were notified of the incident.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-343807,31/08/2020 15:50,Term 3,Violence,Rural South and West,Albury,Assault,,,Executive staff member reports of a physical altercation between students on school grounds. First aid was administered. Parents notified. Police will be contacted.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-344356,1/09/2020 13:19,Term 3,Welfare,Regional North and West,Taree,Attempted Suicide,,,Executive staff reports that a student attempted suicide on school grounds. The incident was witnessed by another student and an employee who were both impacted. Parents were notified who collected the student and were advised to seek medical treatment. #### will be followed. Supports are being put in place.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-344432,1/09/2020 13:47,Term 3,Emergency Situation,Metropolitan North,Quakers Hill,Utility Failure,,,"Employee reports a power outage in the school. Internal stakeholders will be notified. The school remains fully operational. Director, Educational Leadership is aware.     ",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-344619,1/09/2020 14:54,Term 3,Welfare,Rural South and West,Albury,Student Welfare Concerns,Absconding / Missing Student,,A student?s whereabouts are currently unknown. They were last seen on school grounds earlier today. This has been reported to police. The school is also managing the matter locally. Support is in place.,1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-344784,1/09/2020 15:47,Term 3,Welfare,Metropolitan North,The Forest,Attempted Suicide,,,"Executive staff member reports a student has attempted suicide outside school grounds. No physical injuries were sustained. Medical treatment has been sought at the hospital. Parents have been notified. Supports are in place. #### has been followed. Director, Educational Leadership is aware.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
S-2020-345177,2/09/2020 10:18,Term 3,Emergency Situation,Metropolitan North,The Ponds,Utility Failure,,,"Employee reports a near miss involving electrical equipment on school grounds, resulting in a temporary power outage. No injuries sustained. Contractor and School Infrastructure NSW have attended and secured the area. Power has been restored to the rest of the school and normal operations have resumed. Executive staff are aware. The school is managing the incident.",1,On workplace grounds,2020-biannual-incident-report-n2.csv
